3.750000e-02  9.961826e+02
6.250000e-02  9.561723e+02
8.750000e-02  9.476644e+02
1.125000e-01  9.158271e+02
1.375000e-01  8.867977e+02
1.625000e-01  8.511689e+02
1.875000e-01  8.113060e+02
2.125000e-01  7.801073e+02
2.375000e-01  7.394242e+02
2.625000e-01  6.906698e+02
2.875000e-01  6.487639e+02
3.125000e-01  6.059202e+02
3.375000e-01  5.647217e+02
3.625000e-01  5.243312e+02
3.875000e-01  4.832979e+02
4.125000e-01  4.422222e+02
4.375000e-01  4.037148e+02
4.625000e-01  3.683388e+02
4.875000e-01  3.338931e+02
5.125000e-01  3.038142e+02
5.375000e-01  2.736359e+02
5.625000e-01  2.469086e+02
5.875000e-01  2.214674e+02
6.125000e-01  1.981888e+02
6.375000e-01  1.770266e+02
6.625000e-01  1.580003e+02
6.875000e-01  1.404020e+02
7.125000e-01  1.244174e+02
7.375000e-01  1.102496e+02
7.625000e-01  9.796163e+01
7.875000e-01  8.596718e+01
8.125000e-01  7.554792e+01
8.375000e-01  6.647144e+01
8.625000e-01  5.850109e+01
8.875000e-01  5.115185e+01
9.125000e-01  4.493348e+01
9.375000e-01  3.919215e+01
9.625000e-01  3.423457e+01
9.875000e-01  2.992580e+01
1.012500e+00  2.616419e+01
1.037500e+00  2.259413e+01
1.062500e+00  1.955329e+01
1.087500e+00  1.692808e+01
1.112500e+00  1.477209e+01
1.137500e+00  1.271880e+01
1.162500e+00  1.109251e+01
1.187500e+00  9.609862e+00
1.212500e+00  8.277776e+00
1.237500e+00  7.197798e+00
1.262500e+00  6.219989e+00
1.287500e+00  5.339229e+00
1.312500e+00  4.574008e+00
1.337500e+00  3.921876e+00
1.362500e+00  3.397592e+00
1.387500e+00  2.951857e+00
1.412500e+00  2.516126e+00
1.437500e+00  2.161186e+00
1.462500e+00  1.850118e+00
1.487500e+00  1.597839e+00
1.512500e+00  1.338689e+00
1.537500e+00  1.143349e+00
1.562500e+00  9.934935e-01
1.587500e+00  8.650672e-01
1.612500e+00  7.181129e-01
1.637500e+00  6.175297e-01
1.662500e+00  5.321852e-01
1.687500e+00  4.527074e-01
1.712500e+00  4.086523e-01
1.737500e+00  3.337138e-01
1.762500e+00  2.908066e-01
1.787500e+00  2.405887e-01
1.812500e+00  2.032823e-01
1.837500e+00  1.811018e-01
1.862500e+00  1.437893e-01
1.887500e+00  1.290159e-01
1.912500e+00  1.101745e-01
1.937500e+00  9.132347e-02
1.962500e+00  7.975503e-02
1.987500e+00  6.607691e-02
2.012500e+00  5.792231e-02
2.037500e+00  4.815202e-02
2.062500e+00  3.756349e-02
2.087500e+00  3.235943e-02
2.112500e+00  2.988620e-02
2.137500e+00  2.891252e-02
2.162500e+00  2.273445e-02
2.187500e+00  1.995608e-02
2.212500e+00  1.547606e-02
2.237500e+00  1.430562e-02
2.262500e+00  1.231227e-02
2.287500e+00  7.968915e-03
2.312500e+00  7.559453e-03
2.337500e+00  7.864673e-03
2.362500e+00  6.672558e-03
2.387500e+00  5.193335e-03
2.412500e+00  4.047130e-03
2.437500e+00  3.696664e-03
2.462500e+00  3.149553e-03
2.487500e+00  2.366365e-03
