3.750000e-02  5.092958e+01
6.250000e-02  5.402610e+01
8.750000e-02  5.026438e+01
1.125000e-01  5.216195e+01
1.375000e-01  5.055918e+01
1.625000e-01  4.931430e+01
1.875000e-01  4.814090e+01
2.125000e-01  4.697505e+01
2.375000e-01  4.510019e+01
2.625000e-01  4.401886e+01
2.875000e-01  4.176803e+01
3.125000e-01  4.014392e+01
3.375000e-01  3.815317e+01
3.625000e-01  3.609278e+01
3.875000e-01  3.495433e+01
4.125000e-01  3.303829e+01
4.375000e-01  3.109490e+01
4.625000e-01  2.939556e+01
4.875000e-01  2.742764e+01
5.125000e-01  2.571262e+01
5.375000e-01  2.422695e+01
5.625000e-01  2.251264e+01
5.875000e-01  2.071213e+01
6.125000e-01  1.915852e+01
6.375000e-01  1.775349e+01
6.625000e-01  1.631125e+01
6.875000e-01  1.519368e+01
7.125000e-01  1.389097e+01
7.375000e-01  1.272991e+01
7.625000e-01  1.167781e+01
7.875000e-01  1.071151e+01
8.125000e-01  9.652632e+00
8.375000e-01  8.936105e+00
8.625000e-01  8.098670e+00
8.875000e-01  7.269362e+00
9.125000e-01  6.405143e+00
9.375000e-01  5.801898e+00
9.625000e-01  5.303755e+00
9.875000e-01  4.780412e+00
1.012500e+00  4.185525e+00
1.037500e+00  3.771850e+00
1.062500e+00  3.337033e+00
1.087500e+00  3.068021e+00
1.112500e+00  2.726446e+00
1.137500e+00  2.454657e+00
1.162500e+00  2.117738e+00
1.187500e+00  1.946215e+00
1.212500e+00  1.695091e+00
1.237500e+00  1.463712e+00
1.262500e+00  1.335023e+00
1.287500e+00  1.162898e+00
1.312500e+00  1.023119e+00
1.337500e+00  9.110296e-01
1.362500e+00  7.913139e-01
1.387500e+00  7.040278e-01
1.412500e+00  5.993968e-01
1.437500e+00  5.346740e-01
1.462500e+00  4.812806e-01
1.487500e+00  4.134499e-01
1.512500e+00  3.528650e-01
1.537500e+00  3.177839e-01
1.562500e+00  2.721025e-01
1.587500e+00  2.426331e-01
1.612500e+00  1.989317e-01
1.637500e+00  1.861374e-01
1.662500e+00  1.550143e-01
1.687500e+00  1.377125e-01
1.712500e+00  1.113618e-01
1.737500e+00  1.048062e-01
1.762500e+00  9.334913e-02
1.787500e+00  7.890113e-02
1.812500e+00  6.743779e-02
1.837500e+00  6.222134e-02
1.862500e+00  5.239546e-02
1.887500e+00  4.494115e-02
1.912500e+00  3.811723e-02
1.937500e+00  3.357855e-02
1.962500e+00  3.008376e-02
1.987500e+00  2.538320e-02
2.012500e+00  2.247731e-02
2.037500e+00  1.893877e-02
2.062500e+00  1.414243e-02
2.087500e+00  1.439009e-02
2.112500e+00  1.148372e-02
2.137500e+00  9.056935e-03
2.162500e+00  9.257139e-03
2.187500e+00  7.250709e-03
2.212500e+00  5.852293e-03
2.237500e+00  5.213602e-03
2.262500e+00  5.347754e-03
2.287500e+00  4.075705e-03
2.312500e+00  3.928535e-03
2.337500e+00  3.204126e-03
2.362500e+00  2.224186e-03
2.387500e+00  2.457062e-03
2.412500e+00  1.859492e-03
2.437500e+00  1.660820e-03
2.462500e+00  1.364806e-03
2.487500e+00  1.594724e-03
