 0.005 0
 0.015 0
 0.025 0
 0.035 0
 0.045 0
 0.055 0
 0.065 0
 0.075 0
 0.085 0
 0.095 0.0293644
 0.105 0
 0.115 0
 0.125 0
 0.135 0
 0.145 0
 0.155 0.0110371
 0.165 0
 0.175 0
 0.185 0
 0.195 0
 0.205 0.00631066
 0.215 0.00573738
 0.225 0.00523881
 0.235 0.00960501
 0.245 0.00883703
 0.255 0
 0.265 0
 0.275 0.00701432
 0.285 0
 0.295 0.00304778
 0.305 0.00570243
 0.315 0.00534615
 0.325 0.00502224
 0.335 0
 0.345 0
 0.355 0.00841867
 0.365 0.00398186
 0.375 0.00565851
 0.385 0.00536839
 0.395 0.00170001
 0.405 0
 0.415 0.00154011
 0.425 0.00146849
 0.435 0.00420526
 0.445 0.00267893
 0.455 0
 0.465 0.00490689
 0.475 0.00352685
 0.485 0.00112764
 0.495 0.00433016
 0.505 0.00104009
 0.515 0.00100009
 0.525 0.00192472
 0.535 0.00370688
 0.545 0.000893025
 0.555 0.0025834
 0.565 0.00332369
 0.575 0.00160455
 0.585 0.00310032
 0.595 0.000749247
 0.605 0.00217405
 0.615 0.00140262
 0.625 0.00135809
 0.635 0.00197348
 0.645 0.00191277
 0.655 0.00185481
 0.665 0.000599815
 0.675 0.00174652
 0.685 0.0011306
 0.695 0.0010983
 0.705 0.00106737
 0.715 0.00207544
 0.725 0.00201858
 0.735 0.00196403
 0.745 0.000955828
 0.755 0.000465338
 0.765 0
 0.775 0.000441631
 0.785 0.000860902
 0.795 0.00125907
 0.805 0.000818656
 0.815 0.00119803
 0.825 0.000389723
 0.835 0.000380444
 0.845 0.00148597
 0.855 0.000725708
 0.865 0.00106354
 0.875 0.000692912
 0.885 0
 0.895 0.000331145
 0.905 0.000323867
 0.915 0.000316827
 0.925 0
 0.935 0.000606836
 0.945 0.00148515
 0.955 0.000581685
 0.965 0.000569692
 0.975 0
 0.985 0.000273396
 0.995 0
 1.005 0.000262623
 1.015 0
 1.025 0
 1.035 0.000742858
 1.045 0
 1.055 0
 1.065 0
 1.075 0
 1.085 0
 1.095 0
 1.105 0.000217241
 1.115 0
 1.125 0
 1.135 0.000205909
 1.145 0
 1.155 0
 1.165 0.000390881
 1.175 0
 1.185 0
 1.195 0
 1.205 0.000182681
 1.215 0
 1.225 0.000176764
 1.235 0.000173913
 1.245 0.000171131
 1.255 0
 1.265 0
 1.275 0
 1.285 0
 1.295 0
 1.305 0
 1.315 0
 1.325 0
 1.335 0
 1.345 0
 1.355 0
 1.365 0.000142364
 1.375 0
 1.385 0
 1.395 0
 1.405 0
 1.415 0
 1.425 0
 1.435 0.000128814
 1.445 0
 1.455 0
 1.465 0
 1.475 0
 1.485 0
 1.495 0
 1.505 0
 1.515 0
 1.525 0
 1.535 0
 1.545 0
 1.555 0
 1.565 0
 1.575 0
 1.585 0
 1.595 0
 1.605 0
 1.615 0
 1.625 0
 1.635 0
 1.645 9.80247e-05
 1.655 0
 1.665 0
 1.675 0
 1.685 0
 1.695 0
 1.705 0
 1.715 0
 1.725 0
 1.735 0
 1.745 0
 1.755 0
 1.765 0
 1.775 0
 1.785 0
 1.795 0
 1.805 0
 1.815 0
 1.825 0
 1.835 0
 1.845 0
 1.855 0
 1.865 0
 1.875 0
 1.885 0
 1.895 0
 1.905 0
 1.915 0
 1.925 0
 1.935 0
 1.945 0
 1.955 0
 1.965 0
 1.975 0
 1.985 0
 1.995 0
