 0.003 0
 0.007 0
 0.013 0
 0.018 0
 0.022 0
 0.028 0
 0.033 0
 0.037 0
 0.043 0
 0.048 0
 0.052 0
 0.058 0
 0.062 0
 0.068 0
 0.072 0
 0.077 0
 0.083 0
 0.088 0
 0.092 0
 0.098 0
 0.103 0
 0.107 0
 0.113 0
 0.118 0
 0.122 0
 0.128 0
 0.133 0
 0.138 0
 0.143 0
 0.147 0
 0.152 0
 0.158 0
 0.163 0
 0.168 0
 0.173 0
 0.177 0
 0.182 0
 0.188 0
 0.193 0
 0.198 0
 0.203 0
 0.208 0
 0.212 0
 0.217 0
 0.223 0
 0.228 0
 0.233 0
 0.238 0
 0.242 0
 0.247 0
 0.253 0
 0.258 0
 0.263 0
 0.268 0
 0.273 0
 0.278 0
 0.283 0
 0.288 0
 0.292 0
 0.297 0
 0.302 0
 0.307 0
 0.312 0
 0.318 0
 0.323 0
 0.328 0
 0.333 0
 0.338 0
 0.343 0
 0.348 0
 0.352 0
 0.357 0
 0.362 0
 0.367 0
 0.372 0
 0.378 0
 0.383 0
 0.388 0
 0.393 0
 0.398 0
 0.403 0
 0.408 0
 0.413 0
 0.417 0
 0.422 0
 0.427 0
 0.432 0
 0.438 0
 0.443 0
 0.448 0
 0.453 0
 0.458 0
 0.463 0
 0.468 0
 0.473 0
 0.478 0
 0.482 0
 0.487 0
 0.492 0
 0.497 0
 0.503 0
 0.508 0
 0.512 0
 0.517 0
 0.522 0
 0.527 0
 0.532 0
 0.537 0
 0.542 0
 0.547 0
 0.552 0
 0.557 0
 0.562 0
 0.568 0
 0.573 0
 0.578 0
 0.583 0
 0.588 0
 0.593 0
 0.598 0
 0.603 0
 0.608 0
 0.613 0
 0.618 0
 0.623 0
 0.628 0
 0.633 0
 0.638 0
 0.642 0
 0.647 0
 0.652 0
 0.657 0
 0.662 0
 0.667 0
 0.672 0
 0.677 0
 0.682 0
 0.688 0
 0.693 0
 0.698 0
 0.703 0
 0.708 0
 0.713 0
 0.718 0
 0.723 0
 0.728 0
 0.733 0
 0.738 0
 0.743 0
 0.748 0
 0.753 0
 0.758 0
 0.763 0
 0.768 0
 0.772 0
 0.777 0
 0.782 0
 0.787 0
 0.792 0
 0.797 0
 0.802 0
 0.807 0
 0.812 0
 0.818 0
 0.823 0
 0.828 0
 0.833 0
 0.838 0
 0.843 0
 0.848 0
 0.853 0
 0.858 0
 0.863 0
 0.868 0
 0.873 0
 0.878 0
 0.883 0
 0.888 0
 0.893 0
 0.897 0
 0.902 0
 0.907 0
 0.912 0
 0.917 0
 0.922 0
 0.927 0
 0.932 0
 0.938 0
 0.943 0
 0.948 0
 0.953 0
 0.958 0
 0.963 0
 0.968 0
 0.973 0
 0.978 0
 0.983 0
 0.988 0
 0.993 0
 0.998 0
 1.002 0
 1.008 0
 1.012 0
 1.018 0
 1.022 0
 1.028 0
 1.032 0
 1.038 0
 1.042 0
 1.048 0
 1.052 0
 1.058 0
 1.062 0
 1.068 0
 1.073 0
 1.078 0.000464136
 1.083 0.000309424
 1.088 0.141097
 1.093 0.182251
 1.097 0.1855
 1.103 0.18666
 1.107 0.502892
 1.113 0.613898
 1.117 0.615561
 1.123 0.618268
 1.127 1.18653
 1.133 1.36042
 1.137 1.37404
 1.143 1.36603
 1.147 2.34304
 1.153 2.6378
 1.157 2.6631
 1.163 2.6291
 1.167 4.18442
 1.173 4.66813
 1.177 4.69903
 1.183 4.68523
 1.188 6.59561
 1.193 7.18537
 1.198 7.17594
 1.203 7.19048
 1.208 8.05969
 1.213 8.33044
 1.218 8.32491
 1.222 8.30715
 1.228 7.35734
 1.232 7.05797
 1.238 7.04822
 1.242 7.01511
 1.248 5.48335
 1.252 5.01283
 1.258 5.01256
 1.262 4.98521
 1.268 3.8111
 1.272 3.38901
 1.278 3.38874
 1.282 3.39322
 1.288 2.6064
 1.292 2.34037
 1.298 2.33697
 1.302 2.34644
 1.308 1.82526
 1.312 1.65182
 1.318 1.65453
 1.323 1.66273
 1.328 1.313
 1.333 1.20703
 1.338 1.21635
 1.343 1.19975
 1.347 0.97898
 1.353 0.89822
 1.357 0.892999
 1.363 0.906884
 1.367 0.74521
 1.373 0.695702
 1.377 0.684911
 1.383 0.692917
 1.387 0.568915
 1.393 0.531243
 1.397 0.527143
 1.403 0.527994
 1.407 0.447118
 1.413 0.414899
 1.417 0.417878
 1.423 0.413507
 1.427 0.350848
 1.433 0.328918
 1.438 0.330388
 1.443 0.3312
 1.448 0.279874
 1.453 0.262044
 1.458 0.265331
 1.463 0.265254
 1.468 0.223018
 1.472 0.211917
 1.478 0.213425
 1.482 0.209635
 1.488 0.180549
 1.492 0.173742
 1.498 0.174786
 1.502 0.168404
 1.508 0.151386
 1.512 0.143225
 1.518 0.138313
 1.522 0.140904
 1.528 0.122184
 1.532 0.116846
 1.538 0.113249
 1.542 0.115106
 1.548 0.0972753
 1.552 0.0959602
 1.558 0.0944518
 1.562 0.0917056
 1.568 0.084937
 1.573 0.0807984
 1.578 0.0776268
 1.583 0.0778589
 1.588 0.0664102
 1.593 0.0609566
 1.598 0.0645923
 1.603 0.066797
 1.607 0.0574756
 1.613 0.0572435
 1.617 0.0535691
 1.623 0.0548841
 1.627 0.0496239
 1.633 0.0428939
 1.637 0.0458335
 1.643 0.0434741
 1.647 0.040728
 1.653 0.0367441
 1.657 0.0385233
 1.663 0.0357772
 1.667 0.0316386
 1.673 0.0314066
 1.677 0.030633
 1.683 0.0316
 1.688 0.0278869
 1.693 0.0278095
 1.698 0.0275388
 1.703 0.0279642
 1.708 0.0228587
 1.713 0.0222786
 1.718 0.0239417
 1.723 0.0225493
 1.728 0.0215823
 1.732 0.0186428
 1.738 0.0199192
 1.742 0.0185655
 1.748 0.0175212
 1.752 0.0173278
 1.758 0.0170957
 1.762 0.0155872
 1.768 0.014775
 1.772 0.0133052
 1.778 0.0136147
 1.782 0.0138081
 1.788 0.0129571
 1.792 0.0115647
 1.798 0.0121062
 1.802 0.0124543
 1.808 0.0111006
 1.812 0.0103657
 1.818 0.00854785
 1.823 0.0100176
 1.828 0.00901198
 1.833 0.0091667
 1.838 0.00804503
 1.843 0.00947612
 1.848 0.00738751
 1.853 0.00731015
 1.857 0.00700073
 1.863 0.00823842
 1.867 0.00676866
 1.873 0.00665262
 1.877 0.00638188
 1.883 0.00568567
 1.887 0.00533757
 1.893 0.00452533
 1.897 0.00564699
 1.903 0.00580171
 1.907 0.00522154
 1.913 0.00464136
 1.917 0.00456401
 1.923 0.00568567
 1.927 0.00402252
 1.933 0.00429326
 1.938 0.00394516
 1.943 0.00409987
 1.948 0.00332631
 1.953 0.0035197
 1.958 0.00278482
 1.963 0.0031716
 1.968 0.0031716
 1.973 0.00305557
 1.978 0.00278482
 1.983 0.0028235
 1.988 0.00235936
 1.992 0.00255275
 1.998 0.00270746
